stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
2,N2,Julia Station,NEW ORLEANS PUBLIC BELT,29.943814,-90.062421,,,,,0
3,N3,Poydras Station,O PUBLIC BELT RAILROAD & POYDRAS STREET WHARF,29.947993,-90.063134,,,,,0
4,N4,Canal Street Station,NEW ORLEANS PUBLIC BELT & UNNAMED ST,29.950002,-90.063341,,,,,0
5,N5,Bienville Station,UNNAMED ST & NEW ORLEANS PUBLIC BELT,29.952669,-90.063409,,,,,0
6,N6,Toulouse Station,UNNAMED ST & NEW ORLEANS PUBLIC BELT,29.955575,-90.06266,,,,,0
8,N8,Dumaine Station,UNNAMED ST & NEW ORLEANS PUBLIC BELT,29.957864,-90.060641,,,,,0
9,N9,Ursulines Station,NEW ORLEANS PUBLIC BELT & ESPLANADE AVE,29.959485,-90.058961,,,,,0
10,N10,French Market Station,O PUBLIC BELT RAILROAD & ESPLANADE AVENUE WHARF,29.960899,-90.05716,,,,,0
23,N23,Poydras at St Charles,SAINT CHARLES AVE & N MAESTRI PL,29.949444,-90.070742,,,,,0
24,N24,Poydras at Magazine,POYDRAS ST & MAGAZINE ST,29.949186,-90.068178,,,,,0
33,N33,Convention Ctr. Blvd at Poydras,POYDRAS ST & CONVENTION CENTER BLVD,29.948462,-90.064897,,,,,0
35,N35,N. Claiborne at Basin,N CLAIBORNE AVE & SAINT PETER ST,29.963983,-90.073087,,,,,0
44,N44,Elysian Fields at Decatur,ELYSIAN FIELDS AVE & CHARTRES ST,29.96269,-90.056608,,,,,0
45,N45,Audubon Park,TCHOUPITOULAS ST & CALHOUN ST,29.919581,-90.128774,,,,,0
46,N46,Tchoupitoulas at Henry Clay,TCHOUPITOULAS ST & CALHOUN ST,29.918668,-90.126709,,,,,0
47,N47,Tchoupitoulas at State,TCHOUPITOULAS ST & STATE ST,29.91749,-90.123476,,,,,0
48,N48,Tchoupitoulas at Nashville,TCHOUPITOULAS ST & ELEONORE ST,29.916765,-90.120426,,,,,0
49,N49,Tchoupitoulas at Joseph,TCHOUPITOULAS ST & ARABELLA ST,29.916365,-90.118538,,,,,0
50,N50,Tchoupitoulas at Jefferson,TCHOUPITOULAS ST & JEFFERSON AVE,29.91638,-90.116389,,,,,0
51,N51,Tchoupitoulas at Valmont,TCHOUPITOULAS ST & LEONTINE ST,29.916404,-90.113762,,,,,0
52,N52,Tchoupitoulas at Dufossat,TCHOUPITOULAS ST & BELLECASTLE ST,29.916449,-90.111401,,,,,0
53,N53,Tchoupitoulas at Upperline,TCHOUPITOULAS ST & ROBERT ST,29.916494,-90.108349,,,,,0
54,N54,Tchoupitoulas at Bordeaux,TCHOUPITOULAS ST & BORDEAUX ST,29.916659,-90.105901,,,,,0
55,N55,Tchoupitoulas at Cadiz,TCHOUPITOULAS ST & CADIZ ST,29.91687,-90.103579,,,,,0
56,N56,Tchoupitoulas at Napoleon,TCHOUPITOULAS ST & JOSEPHINE ST,29.917053,-90.101366,,,,,0
57,N57,Tchoupitoulas at Milan,TCHOUPITOULAS ST & GENERAL PERSHING ST,29.917253,-90.098859,,,,,0
58,N58,Tchoupitoulas at Constantinople,TCHOUPITOULAS ST & CONSTANTINOPLE ST,29.917437,-90.096582,,,,,0
59,N59,Tchoupitoulas at General Taylor,TCHOUPITOULAS ST & AUSTERLITZ ST,29.917635,-90.094198,,,,,0
60,N60,Tchoupitoulas at Amelia,TCHOUPITOULAS ST & AMELIA ST,29.91776,-90.092278,,,,,0
61,N61,Tchoupitoulas at Foucher,TCHOUPITOULAS ST & ANTONINE ST,29.917941,-90.090225,,,,,0
64,N64,Tchoupitoulas at Seventh Street,TCHOUPITOULAS ST & 7TH ST,29.919714,-90.080867,,,,,0
65,N65,Tchoupitoulas at Washington,TCHOUPITOULAS ST & 6TH ST,29.920514,-90.07842,,,,,0
66,N66,Tchoupitoulas at Third Street,TCHOUPITOULAS ST & 3RD ST,29.921135,-90.076541,,,,,0
67,N67,Tchoupitoulas at First Street,TCHOUPITOULAS ST & SECOND ST,29.92171,-90.074723,,,,,0
68,N68,Tchoupitoulas at Soraparu,W SORAPARU ST & TCHOUPITOULAS ST,29.922257,-90.073419,,,,,0
79,N79,Annunciation at Terpsichore,Terpsichore St & Annunciation St,29.935862,-90.069235,,,,,0
80,N80,Annunciation at Melpomene,Annunciation St & Melpomene Ave,29.936625,-90.069002,,,,,0
81,N81,Annunciation at Thalia,ANNUNCIATION ST & THALIA ST,29.937656,-90.068748,,,,,0
82,N82,Annunciation at Calliope,CALLIOPE ST & ANNUNCIATION ST,29.939894,-90.068161,,,,,0
84,N84,S. Peters at Girod,S PETERS ST & NOTRE DAME ST,29.946051,-90.065825,,,,,0
85,N85,S. Peters at Julia,S PETERS ST & ST JOSEPH ST,29.944528,-90.065795,,,,,0
86,N86,S. Peters at Poydras,S PETERS ST & LAFAYETTE ST,29.948294,-90.065838,,,,,0
89,N89,Magazine at Gravier,MAGAZINE ST & COMMON ST,29.950648,-90.067772,,,,,0
90,N90,Magazine at Poydras,POYDRAS ST & CAMP ST,29.949254,-90.06813,,,,,0
91,N91,Magazine at Capdeville,CAPDEVILLE ST & CAMP ST,29.947305,-90.0687,,,,,0
92,N92,Magazine at Julia,JULIA ST & CAMP ST,29.945475,-90.069251,,,,,0
95,N95,S. Peters at Gaiennie,S PETERS ST & GAIENNIE ST,29.940077,-90.065529,,,,,0
96,N96,Annunciation at Thalia,THALIA ST & ANNUNCIATION ST,29.937798,-90.068908,,,,,0
97,N97,Annunciation at Melpomene,ANNUNCIATION ST & MELPOMENE ST,29.93682,-90.069185,,,,,0
98,N98,Annunciation at Terpsichore,ANNUNCIATION ST & TERPSICHORE ST,29.935843,-90.069454,,,,,0
99,N99,Race near Annunciation,RACE ST & ANNUNCIATION ST,29.933571,-90.069117,,,,,0
104,N104,Jackson at Chippewa,JACKSON AVE & ANNUNCIATION ST,29.926412,-90.074136,,,,,0
105,N105,Jackson at St Thomas,ST THOMAS ST & PHILIP ST,29.925601,-90.073441,,,,,0
107,N107,Tchoupitoulas at Soraparu,E SORAPARU ST & ROUSSEAU ST,29.922459,-90.073256,,,,,0
108,N108,Tchoupitoulas at Third Street,3RD ST & ROUSSEAU ST,29.921332,-90.076354,,,,,0
109,N109,Tchoupitoulas at Washington,WASHINGTON AVE & ROUSSEAU ST,29.920757,-90.078191,,,,,0
110,N110,Tchoupitoulas at Seventh Street,7TH ST & SAINT THOMAS ST,29.919906,-90.080714,,,,,0
111,N111,Tchoupitoulas at Harmony,HARMONY ST & SAINT THOMAS ST,29.918993,-90.083523,,,,,0
112,N112,Tchoupitoulas at Louisiana,TCHOUPITOULAS ST & LOUISIANA AVE,29.91828,-90.086766,,,,,0
113,N113,Tchoupitoulas at Foucher,FOUCHER ST & ANNUNCIATION ST,29.918111,-90.089986,,,,,0
114,N114,Tchoupitoulas at Amelia,AMELIA ST & ANNUNCIATION ST,29.917936,-90.09212,,,,,0
115,N115,Tchoupitoulas at General Taylor,GENERAL TAYLOR ST & ANNUNCIATION ST,29.917785,-90.093965,,,,,0
116,N116,Tchoupitoulas at Constantinople,CONSTANTINOPLE ST & ANNUNCIATION ST,29.917587,-90.096376,,,,,0
117,N117,Tchoupitoulas at Milan,MILAN ST & ANNUNCIATION ST,29.9174,-90.098655,,,,,0
119,N119,Tchoupitoulas at Cadiz,CADIZ ST & ANNUNCIATION ST,29.917019,-90.103393,,,,,0
120,N120,Tchoupitoulas at Bordeaux,BORDEAUX ST & ANNUNCIATION ST,29.916811,-90.105644,,,,,0
121,N121,Tchoupitoulas at Upperline,UPPERLINE ST & ANNUNCIATION ST,29.916636,-90.10803,,,,,0
122,N122,Tchoupitoulas at Dufossat,DUFOSSAT ST & ANNUNCIATION ST,29.916592,-90.111068,,,,,0
123,N123,Tchoupitoulas at Valmont,VALMONT ST & ANNUNCIATION ST,29.916559,-90.113295,,,,,0
124,N124,Tchoupitoulas at Jefferson,JEFFERSON AVE & ANNUNCIATION ST,29.916514,-90.115986,,,,,0
125,N125,Tchoupitoulas at Joseph,JOSEPH ST & ANNUNCIATION ST,29.916486,-90.118213,,,,,0
126,N126,Tchoupitoulas at Nashville,NASHVILLE AVE & ANNUNCIATION ST,29.916796,-90.120045,,,,,0
127,N127,Tchoupitoulas at State,STATE ST & ANNUNCIATION ST,29.917509,-90.123159,,,,,0
128,N128,Tchoupitoulas at Henry Clay,HENRY CLAY AVE & ANNUNCIATION ST,29.918648,-90.126381,,,,,0
129,N129,Audubon Zoo,RIVER RD & UNNAMED ST,29.926577,-90.131819,,,,,0
130,N130,Magazine at Natatorium,MAGAZINE ST,29.926185,-90.130915,,,,,0
131,N131,Magazine at Oak Mall,MAGAZINE ST & INTERNATIONAL DR,29.924366,-90.127368,,,,,0
132,N132,Magazine at Exposition,MAGAZINE ST & EXPOSITION BLVD,29.923986,-90.126525,,,,,0
133,N133,Magazine at Henry Clay,MAGAZINE ST & CALHOUN ST,29.923183,-90.124583,,,,,0
134,N134,Magazine at State,MAGAZINE ST & STATE ST,29.922138,-90.121623,,,,,0
135,N135,Magazine at Nashville,MAGAZINE ST & ELEONORE ST,29.921524,-90.119066,,,,,0
137,N137,Magazine at Jefferson,MAGAZINE ST & JEFFERSON AVE,29.920833,-90.115198,,,,,0
138,N138,Magazine at Valmont,MAGAZINE ST & LEONTINE ST,29.920448,-90.11286,,,,,0
139,N139,Magazine at Soniat,MAGAZINE ST & DUFOSSAT ST,29.9203,-90.110135,,,,,0
140,N140,Magazine at Upperline,MAGAZINE ST & ROBERT ST,29.920233,-90.108137,,,,,0
141,N141,Magazine at Bordeaux,MAGAZINE ST & BORDEAUX ST,29.92037,-90.106221,,,,,0
142,N142,Magazine at Cadiz,MAGAZINE ST & CADIZ ST,29.92054,-90.103947,,,,,0
144,N144,Magazine at Milan,MAGAZINE ST & GENERAL PERSHING ST,29.920913,-90.099229,,,,,0
145,N145,Magazine at Constantinople,CONSTANTINOPLE ST & MAGAZINE ST,29.921096,-90.096921,,,,,0
146,N146,Magazine at General Taylor,GENERAL TAYLOR ST & MAGAZINE ST,29.921232,-90.095046,,,,,0
147,N147,Magazine at Antonine,ANTONINE ST & MAGAZINE ST,29.921767,-90.092624,,,,,0
148,N148,Magazine at Aline,MAGAZINE ST & ALINE ST,29.922276,-90.090792,,,,,0
149,N149,Magazine at Louisiana,MAGAZINE ST & DELACHAISE ST,29.922881,-90.089011,,,,,0
151,N151,Magazine at Seventh Street,MAGAZINE ST & 7TH ST,29.924895,-90.084712,,,,,0
152,N152,Magazine at Washington,MAGAZINE ST & 6TH ST,29.926115,-90.082509,,,,,0
153,N153,Magazine at Third Street,THIRD ST & MAGAZINE ST,29.927043,-90.080893,,,,,0
154,N154,Magazine at First Street,MAGAZINE ST & 1ST ST,29.927944,-90.079257,,,,,0
155,N155,Magazine at Jackson,MAGAZINE ST & PHILIP ST,29.929351,-90.076948,,,,,0
156,N156,Magazine at St Andrew,SAINT ANDREW ST & MAGAZINE ST,29.93088,-90.074681,,,,,0
157,N157,Sophie Wright at Felicity,FELICITY ST & RICHARD ST,29.933051,-90.074131,,,,,0
158,N158,Camp at Race,RACE ST & MAGAZINE ST,29.934604,-90.073664,,,,,0
159,N159,Camp at Terpsichore,,29.936457,-90.073082,,,,,0
160,N160,Camp at Thalia,CAMP ST & MELPOMENE ST,29.938413,-90.072502,,,,,0
161,N161,Camp at Gaiennie,CAMP ST & GAIENNIE ST,29.94024,-90.071981,,,,,0
162,N162,Camp at Calliope,CAMP ST & CALLIOPE ST,29.941599,-90.071479,,,,,0
163,N163,Camp at St Joseph,ST JOSEPH ST & CAMP ST,29.943982,-90.070872,,,,,0
164,N164,Camp at Julia,JULIA ST & MAGAZINE ST,29.945525,-90.070436,,,,,0
165,N165,Camp at Girod,GIROD ST & MAGAZINE ST,29.946987,-90.069999,,,,,0
166,N166,Camp at Lafayette,LAFAYETTE ST & CAMP ST,29.948061,-90.069674,,,,,0
167,N167,Camp at Poydras,POYDRAS ST & CAMP ST,29.949117,-90.069359,,,,,0
168,N168,Camp at Gravier,GRAVIER ST & PICAYUNE PL,29.950913,-90.068852,,,,,0
169,N169,Canal at Magazine,CANAL ST & UNNAMED ST,29.951678,-90.067229,,,,,0
170,N170,Magazine at St Joseph,MAGAZINE ST & SAINT JOSEPH ST,29.943929,-90.069703,,,,,0
172,N172,Magazine at Poeyfarre,MAGAZINE ST & ANDREW HIGGINS DR,29.942074,-90.070279,,,,,0
173,N173,Magazine at Thalia,MAGAZINE ST & THALIA ST,29.938319,-90.071374,,,,,0
174,N174,Magazine at Terpsichore,MAGAZINE ST & TERPSICHORE ST,29.936398,-90.07193,,,,,0
175,N175,Magazine at Race,MAGAZINE ST & RACE ST,29.934538,-90.072485,,,,,0
177,N177,Magazine at St Andrew,MAGAZINE ST & SAINT MARY ST,29.931216,-90.074476,,,,,0
178,N178,Magazine at Jackson,JACKSON AVE & CAMP ST,29.929729,-90.076683,,,,,0
179,N179,Magazine at First Street,1ST ST & CAMP ST,29.928137,-90.079177,,,,,0
180,N180,Magazine at Third Street,THIRD ST & CAMP ST,29.92716,-90.080977,,,,,0
181,N181,Magazine at Washington,WASHINGTON AVE & CAMP ST,29.926317,-90.082427,,,,,0
182,N182,Magazine at Seventh Street,7TH ST & CAMP ST,29.925094,-90.084612,,,,,0
183,N183,Magazine at Harmony,MAGAZINE ST & 9TH ST,29.924183,-90.08623,,,,,0
184,N184,Magazine at Louisiana,LOUISIANA AVE & CAMP ST,29.923115,-90.088775,,,,,0
204,N204,S. Carrollton at S. Claiborne,S CARROLLTON AVE & S CLAIBORNE AVE,29.955611,-90.120719,,,,,0
205,N205,S. Carrollton at Sycamore,S CARROLLTON AVE & NERON PL,29.954448,-90.122111,,,,,0
206,N206,S. Carrollton at Spruce,S CARROLLTON AVE & PANOLA ST,29.95303,-90.123623,,,,,0
207,N207,S. Carrollton at Hickory,S CARROLLTON AVE & COHN ST,29.951624,-90.125124,,,,,0
208,N208,S. Carrollton at Jeannette,S CARROLLTON AVE & BIRCH ST,29.949505,-90.127397,,,,,0
209,N209,S. Carrollton at Willow,,29.94875,-90.128221,,,,,0
210,N210,S. Carrollton at Oak,S CARROLLTON AVE & OAK ST,29.947374,-90.12967,,,,,0
211,N211,S. Carrollton at Freret,S CARROLLTON AVE & FRERET ST,29.945951,-90.131184,,,,,0
212,N212,S. Carrollton at Maple,S CARROLLTON AVE & BURTHE ST,29.944548,-90.132671,,,,,0
213,N213,S. Carrollton at St Charles,S CARROLLTON AVE & HAMPSON ST,29.943235,-90.134078,,,,,0
215,N215,St Charles at Hillary,ST CHARLES AVE & ADAMS ST,29.939907,-90.130222,,,,,0
216,N216,St Charles at Lowerline,ST CHARLES AVE & PINE ST,29.93825,-90.128189,,,,,0
217,N217,St Charles at Broadway,SAINT CHARLES AVE & BROADWAY ST,29.93732,-90.12696,,,,,0
218,N218,St Charles at Walnut,SAINT CHARLES AVE & AUDUBON ST,29.936279,-90.125495,,,,,0
219,N219,St Charles at Tulane University,SAINT CHARLES AVE & PRESS DR,29.93518,-90.123938,,,,,0
220,N220,St Charles at Tulane/Loyola,,29.934175,-90.122503,,,,,0
221,N221,St Charles at Exposition,SAINT CHARLES AVE & EXPOSITION BLVD,29.933583,-90.1217,,,,,0
222,N222,St Charles at Calhoun,SAINT CHARLES AVE & CALHOUN ST,29.932956,-90.120801,,,,,0
223,N223,St Charles at Webster,SAINT CHARLES AVE & PALMER AVE,29.931951,-90.119382,,,,,0
224,N224,St Charles at State,SAINT CHARLES AVE & STATE ST,29.931132,-90.118213,,,,,0
225,N225,St Charles at Nashville,SAINT CHARLES AVE & NASHVILLE AVE,29.930256,-90.116741,,,,,0
228,N228,St Charles at Valmont,ST CHARLES AVE & LEONTINE ST,29.927836,-90.111572,,,,,0
229,N229,St Charles at Dufossat,ST CHARLES AVE & DUFOSSAT ST,29.927453,-90.11075,,,,,0
230,N230,St Charles at Robert,SAINT CHARLES AVE & ROBERT ST,29.926565,-90.108925,,,,,0
231,N231,St Charles at Bordeaux,SAINT CHARLES AVE & BORDEAUX ST,29.926077,-90.106796,,,,,0
232,N232,St Charles at Cadiz,SAINT CHARLES AVE & CADIZ ST,29.926254,-90.104522,,,,,0
233,N233,St Charles at Napoleon,ST CHARLES AVE & NAPOLEON AVE,29.926442,-90.102274,,,,,0
234,N234,St Charles at Milan,MILAN ST & SAINT CHARLES AVE,29.926621,-90.099764,,,,,0
235,N235,St Charles at Constantinople,SAINT CHARLES AVE & CONSTANTINOPLE ST,29.926792,-90.097516,,,,,0
236,N236,St Charles at Peniston,SAINT CHARLES AVE & GENERAL TAYLOR ST,29.926947,-90.095675,,,,,0
237,N237,St Charles at Foucher,SAINT CHARLES AVE & ANTONINE ST,29.927342,-90.093787,,,,,0
238,N238,St Charles at Louisiana,LOUISIANA AVE & ST CHARLES AVE,29.928207,-90.091588,,,,,0
239,N239,St Charles at Eighth Street,SAINT CHARLES AVE & 8TH ST,29.929344,-90.08892,,,,,0
240,N240,St Charles at Sixth Street,SAINT CHARLES AVE & 6TH ST,29.930105,-90.087402,,,,,0
241,N241,St Charles at Washington,ST CHARLES AVE & WASHINGTON AVE,29.930939,-90.086039,,,,,0
242,N242,St Charles at Third Street,ST CHARLES AVE & JACKSON AVE,29.931839,-90.084417,,,,,0
243,N243,St Charles at First Street,ST CHARLES AVE & WASHINGTON AVE,29.932757,-90.082796,,,,,0
244,N244,St Charles at Jackson,ST CHARLES AVE & UNNAMED ST,29.93402,-90.080689,,,,,0
245,N245,St Charles at St Andrew,ST CHARLES AVE & ST CHARLES AVE,29.935282,-90.078831,,,,,0
246,N246,St Charles at Felicity,FELICITY ST & ST CHARLES AVE,29.936198,-90.077665,,,,,0
247,N247,St Charles at Euterpe,SAINT CHARLES AVE & EUTERPE ST,29.937595,-90.076555,,,,,0
248,N248,St Charles at Melpomene,SAINT CHARLES AVE & MELPOMENE AVE,29.938941,-90.075541,,,,,0
249,N249,St Charles at Erato,SAINT CHARLES AVE & ERATO ST,29.940408,-90.074456,,,,,0
250,N250,St Charles at Lee Circle,SAINT CHARLES AVE & CALLIOPE ST,29.942725,-90.072751,,,,,0
252,N252,Carondelet at Julia,CARONDELET ST & JULIA ST,29.946037,-90.072901,,,,,0
253,N253,Carondelet at Girod,,29.947436,-90.072509,,,,,0
254,N254,Carondelet at Poydras,CARONDELET ST & LAFAYETTE ST,29.949621,-90.071843,,,,,0
255,N255,Carondelet at Gravier,GRAVIER ST & ST CHARLES AVE,29.951849,-90.071139,,,,,0
256,N256,Canal at Carondelet,CARONDELET ST & COMMON ST,29.95353,-90.070061,,,,,0
257,N257,St Charles at Common,SAINT CHARLES AVE & ROYAL ST,29.9523,-90.069807,,,,,0
259,N259,St Charles at Poydras,ST CHARLES AVE & POYDRAS ST,29.949697,-90.070638,,,,,0
260,N260,St Charles at Lafayette,ST CHARLES AVE & LAFAYETTE ST,29.948406,-90.071035,,,,,0
261,N261,St Charles at St Joseph,SAINT CHARLES AVE & SAINT JOSEPH ST,29.944505,-90.072171,,,,,0
262,N262,St Charles at Lee Circle,SAINT CHARLES AVE & ST CHARLES AVE,29.942753,-90.072815,,,,,0
265,N265,St Charles at Melpomene,SAINT CHARLES AVE & MARTIN LUTHER KING JR BLVD,29.939206,-90.075443,,,,,0
266,N266,St Charles at Euterpe,SAINT CHARLES AVE & TERPSICHORE ST,29.937784,-90.076498,,,,,0
267,N267,St Charles at Felicity,SAINT CHARLES AVE & POLYMNIA ST,29.936358,-90.07755,,,,,0
268,N268,St Charles at St Andrew,SAINT CHARLES AVE & ST ANDREW ST,29.935412,-90.078702,,,,,0
270,N270,St Charles at First Street,SAINT CHARLES AVE & PHILIP ST,29.932859,-90.082645,,,,,0
271,N271,St Charles at Third Street,SAINT CHARLES AVE & 3RD ST,29.931945,-90.084266,,,,,0
272,N272,St Charles at Washington,SAINT CHARLES AVE & WASHINGTON AVE,29.931058,-90.085858,,,,,0
273,N273,St Charles at Sixth Street,SAINT CHARLES AVE & CONERY ST,29.93026,-90.087271,,,,,0
276,N276,St Charles at Foucher,SAINT CHARLES AVE & FOUCHER ST,29.927509,-90.093592,,,,,0
277,N277,St Charles at Peniston,SAINT CHARLES AVE & PENISTON ST,29.927047,-90.095514,,,,,0
278,N278,St Charles at Constantinople,SAINT CHARLES AVE & GENERAL TAYLOR ST,29.926879,-90.097339,,,,,0
279,N279,St Charles at Milan,SAINT CHARLES AVE & PALM TER,29.926715,-90.099601,,,,,0
281,N281,St Charles at Cadiz,SAINT CHARLES AVE & JENA ST,29.926339,-90.104335,,,,,0
282,N282,St Charles at Bordeaux,SAINT CHARLES AVE & VALENCE ST,29.926171,-90.1066,,,,,0
283,N283,St Charles at Robert,SAINT CHARLES AVE & UPPERLINE ST,29.926639,-90.108904,,,,,0
284,N284,St Charles at Valmont,SAINT CHARLES AVE & VALMONT ST,29.927817,-90.111417,,,,,0
286,N286,St Charles at Joseph,JOSEPH ST & SAINT CHARLES AVE,29.929404,-90.114768,,,,,0
287,N287,St Charles at Nashville,SAINT CHARLES AVE & NASHVILLE AVE,29.930198,-90.116451,,,,,0
288,N288,St Charles at State,SAINT CHARLES AVE & STATE ST,29.931059,-90.117973,,,,,0
289,N289,St Charles at Webster,SAINT CHARLES AVE & WEBSTER ST,29.931874,-90.119139,,,,,0
290,N290,St Charles at Calhoun,SAINT CHARLES AVE & HENRY CLAY AVE,29.932891,-90.120581,,,,,0
291,N291,St Charles at Exposition,SAINT CHARLES AVE & CALHOUN ST,29.933539,-90.121501,,,,,0
292,N292,St Charles at Tulane/Loyola,SAINT CHARLES AVE & CALHOUN ST,29.934161,-90.12236,,,,,0
293,N293,St Charles at Tulane University,ST CHARLES AVE & UNNAMED ST,29.935065,-90.12374,,,,,0
294,N294,St Charles at Walnut,SAINT CHARLES AVE & NEWCOMB BLVD,29.936238,-90.125307,,,,,0
295,N295,St Charles at Burdette,ST CHARLES AVE & BURDETTE ST,29.941116,-90.131765,,,,,0
296,N296,St Charles at Lowerline,LOWERLINE ST & HAMPSON ST,29.938343,-90.128362,,,,,0
297,N297,St Charles at Hillary,ST CHARLES AVE & ADAMS ST,29.939898,-90.130202,,,,,0
299,N299,S. Carrollton at St Charles,S CARROLLTON AVE & ST CHARLES AVE,29.943177,-90.133947,,,,,0
300,N300,S. Carrollton at Maple,S CARROLLTON AVE & MAPLE ST,29.944292,-90.132721,,,,,0
301,N301,S. Carrollton at Freret,S CARROLLTON AVE & FRERET ST,29.945742,-90.131196,,,,,0
302,N302,S. Carrollton at Oak,S CARROLLTON AVE & OAK ST,29.947165,-90.129693,,,,,0
304,N304,S. Carrollton at Birch,BIRCH ST & S CARROLLTON AVE,29.95002,-90.126674,,,,,0
305,N305,S. Carrollton at Hickory,S CARROLLTON AVE & HICKORY ST,29.951429,-90.125179,,,,,0
306,N306,S. Carrollton at Spruce,S CARROLLTON AVE & SPRUCE ST,29.95284,-90.123669,,,,,0
307,N307,S. Carrollton at Sycamore,S CARROLLTON AVE & SYCAMORE ST,29.954248,-90.122151,,,,,0
309,N309,Rousseau at Jackson,ROUSSEAU ST & JACKSON AVE,29.924778,-90.072151,,,,,0
310,N310,Jackson at St Thomas,JACKSON AVE & ST THOMAS ST,29.925602,-90.073182,,,,,0
311,N311,Jackson at Chippewa,JACKSON AVE & SAINT THOMAS ST,29.926411,-90.073841,,,,,0
312,N312,Jackson at Annunciation,JACKSON AVE & CHIPPEWA ST,29.9272,-90.074538,,,,,0
313,N313,Jackson at Magazine,MAGAZINE ST & JACKSON AVE,29.929569,-90.076618,,,,,0
315,N315,Jackson at Coliseum,JACKSON AVE & COLISEUM ST,29.931869,-90.078566,,,,,0
316,N316,Jackson at Prytania,JACKSON AVE & PRYTANIA ST,29.932913,-90.079481,,,,,0
317,N317,Jackson at St Charles,JACKSON AVE & SAINT CHARLES AVE,29.934003,-90.08043,,,,,0
318,N318,Jackson at Brainard,JACKSON AVE & CARONDELET ST,29.935572,-90.081767,,,,,0
319,N319,Jackson at O C Haley,JACKSON AVE & ORETHA C HALEY BLVD,29.936926,-90.082929,,,,,0
320,N320,O C Haley at St  Andrew,ORETHA C HALEY BLVD & JOSEPHINE ST,29.937951,-90.08149,,,,,0
321,N321,O C Haley at Felicity,FELICITY ST & ORETHA C HALEY BLVD,29.93885,-90.080748,,,,,0
322,N322,O C Haley at Euterpe,ORETHA C HALEY BLVD & EUTERPE ST,29.939626,-90.080189,,,,,0
324,N324,O C Haley at Erato,ORETHA CASTLE HALEY BLVD & CLIO ST,29.942587,-90.077976,,,,,0
325,N325,O C Haley at Calliope,ORETHA CASTLE HALEY BLVD & CLIO ST,29.943889,-90.07703,,,,,0
326,N326,O'Keefe at Julia,O'KEEFE AVE & JULIA ST,29.946626,-90.075299,,,,,0
328,N328,O'Keefe at Poydras,OKEEFE AVE & LAFAYETTE ST,29.950164,-90.074241,,,,,0
329,N329,O'Keefe at Perdido,O'KEEFE AVE & POYDRAS ST,29.951403,-90.073832,,,,,0
330,N330,O'Keefe and Gravier,O'KEEFE AVE & UNION ST,29.952766,-90.073426,,,,,0
332,N332,Baronne at Poydras,POYDRAS ST & BARONNE ST,29.950322,-90.073093,,,,,0
333,N333,Baronne at Girod,GIROD ST & BARONNE ST,29.948079,-90.073771,,,,,0
334,N334,Baronne at Julia,BARONNE ST & JULIA ST,29.94659,-90.074244,,,,,0
335,N335,Baronne at Howard,BARONNE ST & SAINT JOSEPH ST,29.945055,-90.074677,,,,,0
336,N336,Baronne at Calliope,BARONNE ST & HOWARD AVE,29.94399,-90.075454,,,,,0
337,N337,Baronne at Erato,BARONNE ST & ERATO ST,29.94198,-90.07692,,,,,0
338,N338,Erato at O C Haley,ERATO ST & ORETHA CASTLE HALEY BLVD,29.942605,-90.078007,,,,,0
340,N340,O C Haley at Euterpe,EUTERPE ST & ORETHA C HALEY BLVD,29.939859,-90.080266,,,,,0
341,N341,O C Haley at St Andrew,ORETHA C HALEY BLVD & FELICITY ST,29.938463,-90.081333,,,,,0
342,N342,O C Haley at Jackson,ORETHA CASTLE HALEY BLVD & JACKSON AVE,29.9371,-90.083052,,,,,0
343,N343,Jackson at Brainard,BRAINARD ST & BARONNE ST,29.935653,-90.082021,,,,,0
344,N344,Jackson at St Charles,JACKSON AVE & CARONDELET ST,29.934205,-90.080777,,,,,0
345,N345,Jackson at Prytania,JACKSON AVE & PRYTANIA ST,29.932927,-90.079799,,,,,0
346,N346,Jackson at Coliseum,JACKSON AVE & COLISEUM ST,29.931886,-90.078845,,,,,0
347,N347,Jackson at Magazine,JACKSON AVE & CAMP ST,29.929627,-90.076902,,,,,0
348,N348,Jackson at Constance,JACKSON AVE & CONSTANCE ST,29.928817,-90.076199,,,,,0
349,N349,Jackson at Annunciation,JACKSON AVE & ANNUNCIATION ST,29.927218,-90.074833,,,,,0
350,N350,Freret at Broadway,FRERET ST & BROADWAY ST,29.940552,-90.124182,,,,,0
351,N351,Audubon at Freret,AUDUBON ST & FRERET ST,29.94006,-90.123464,,,,,0
352,N352,Freret at Audubon,FRERET ST & AUDUBON PL,29.939249,-90.122129,,,,,0
353,N353,Freret at Tulane/Loyola,UNNAMED ST & FRERET ST,29.938488,-90.120747,,,,,0
354,N354,Freret at Calhoun,CALHOUN ST & LA SALLE PL,29.937309,-90.11852,,,,,0
355,N355,Freret at State Street,FRERET STEET & PALMER AVE,29.936331,-90.115994,,,,,0
356,N356,Freret at Nashville,NASHVILLE AVE & FRERET ST,29.93586,-90.114643,,,,,0
357,N357,Freret at Joseph,JOSEPH ST & LA SALLE ST,29.935561,-90.113345,,,,,0
